Month,SKU_ID,Branch_ID,Demand,Inventory,Stockout_Flag,Holiday_Flag,Fuel_Cost_Index,Industrial_Index,Effective_Lead_Time
2025-07,10001,CHN01,72,108,0,0,0.99,95.49,11
2025-08,10001,CHN01,53,114,0,0,1.28,110.98,8
2025-09,10001,CHN01,43,126,0,0,1.09,107.55,8
2025-10,10001,CHN01,46,128,0,0,1.07,109.75,8
2025-11,10001,CHN01,54,67,0,1,1.04,100.74,8
2025-12,10001,CHN01,58,50,1,1,0.92,95.36,8
2023-01,10001,PUN01,149,114,1,0,0.95,114.13,8
2023-02,10001,PUN01,159,173,0,0,1.14,114.65,8
2023-03,10001,PUN01,175,178,0,0,1.26,114.78,8
2023-04,10001,PUN01,165,147,1,0,1.06,111.76,8
2023-05,10001,PUN01,159,128,1,0,0.95,95.94,8
2023-06,10001,PUN01,127,142,0,0,1.28,111.52,8
2023-07,10001,PUN01,118,187,0,0,0.99,105.37,8
2023-08,10001,PUN01,105,231,0,0,1.0,105.3,8
2023-09,10001,PUN01,94,145,0,0,1.26,104.27,8
2023-10,10001,PUN01,114,169,0,0,0.91,112.9,8
2023-11,10001,PUN01,111,185,0,1,1.06,100.46,8
2023-12,10001,PUN01,125,144,0,1,1.24,95.71,8
2024-01,10001,PUN01,158,138,1,0,1.19,100.63,8
2024-02,10001,PUN01,163,149,1,0,1.11,114.24,8
2024-03,10001,PUN01,172,181,0,0,1.26,106.43,8
2024-04,10001,PUN01,173,216,0,0,1.25,109.68,8
2024-05,10001,PUN01,165,147,1,0,1.0,98.15,8
2024-06,10001,PUN01,126,112,1,0,1.0,113.6,8
2024-07,10001,PUN01,116,123,0,0,0.98,112.63,8
2024-08,10001,PUN01,97,165,0,0,1.25,95.1,8
2024-09,10001,PUN01,86,168,0,0,1.26,95.02,8
2024-10,10001,PUN01,117,157,0,0,1.0,98.86,8
2024-11,10001,PUN01,109,124,0,1,1.12,97.32,8
2024-12,10001,PUN01,129,152,0,1,1.01,95.37,8
2025-01,10001,PUN01,166,137,1,0,1.06,98.59,8
2025-02,10001,PUN01,176,169,1,0,0.97,110.42,8
2025-03,10001,PUN01,181,179,1,0,1.09,96.16,8
2025-04,10001,PUN01,191,119,1,0,1.14,102.67,8
2025-05,10001,PUN01,165,129,1,0,1.0,95.02,8
2025-06,10001,PUN01,150,102,1,0,1.28,97.04,11
2025-07,10001,PUN01,130,186,0,0,1.23,100.97,11
2025-08,10001,PUN01,103,165,0,0,0.99,97.63,8
2025-09,10001,PUN01,70,125,0,0,1.03,109.49,8
2025-10,10001,PUN01,88,168,0,0,1.25,109.3,8
2025-11,10001,PUN01,98,235,0,1,1.12,98.18,8
2025-12,10001,PUN01,130,104,1,1,1.11,95.36,8
2023-01,10001,MUM01,177,192,0,0,1.22,104.63,8
2023-02,10001,MUM01,183,230,0,0,0.98,104.83,8
2023-03,10001,MUM01,199,143,1,0,1.01,110.95,8
2023-04,10001,MUM01,186,101,1,0,0.9,96.45,8
2023-05,10001,MUM01,169,82,1,0,1.14,100.83,8
2023-06,10001,MUM01,161,182,0,0,1.21,95.79,8
2023-07,10001,MUM01,118,166,0,0,1.0,114.73,8
2023-08,10001,MUM01,112,127,0,0,1.15,109.05,8
2023-09,10001,MUM01,104,168,0,0,1.03,105.35,8
2023-10,10001,MUM01,110,143,0,0,0.91,96.57,8
2023-11,10001,MUM01,117,157,0,1,1.13,108.79,8
2023-12,10001,MUM01,145,187,0,1,0.97,97.09,8
2024-01,10001,MUM01,192,200,0,0,0.91,113.72,8
2024-02,10001,MUM01,192,145,1,0,1.18,112.42,8
2024-03,10001,MUM01,208,189,1,0,1.04,111.3,8
2024-04,10001,MUM01,207,174,1,0,1.08,107.87,8
2024-05,10001,MUM01,196,174,1,0,0.93,96.21,8
2024-06,10001,MUM01,144,150,0,0,1.25,99.38,8
2024-07,10001,MUM01,135,147,0,0,1.16,104.96,8
2024-08,10001,MUM01,133,182,0,0,0.99,114.93,8
2024-09,10001,MUM01,107,171,0,0,0.98,108.6,8
2024-10,10001,MUM01,109,109,0,0,1.25,109.54,8
2024-11,10001,MUM01,123,222,0,1,1.04,102.42,8
2024-12,10001,MUM01,155,204,0,1,1.08,109.51,8
2025-01,10001,MUM01,188,166,1,0,1.26,103.43,8
2025-02,10001,MUM01,199,112,1,0,1.26,99.21,8
2025-03,10001,MUM01,215,216,0,0,1.19,97.63,8
2025-04,10001,MUM01,197,176,1,0,0.97,99.75,8
2025-05,10001,MUM01,174,208,0,0,1.0,112.41,8
2025-06,10001,MUM01,185,68,1,0,1.04,106.86,11
2025-07,10001,MUM01,144,128,1,0,1.29,100.16,11
2025-08,10001,MUM01,97,208,0,0,1.21,97.62,8
2025-09,10001,MUM01,106,184,0,0,0.99,96.47,8
2025-10,10001,MUM01,113,122,0,0,1.03,111.58,8
2025-11,10001,MUM01,111,152,0,1,1.15,109.14,8
2025-12,10001,MUM01,148,155,0,1,0.91,109.73,8
2023-01,10001,DEL01,266,280,0,0,1.08,112.28,8
2023-02,10001,DEL01,301,327,0,0,0.91,114.73,8
2023-03,10001,DEL01,287,231,1,0,0.92,107.8,8
2023-04,10001,DEL01,275,228,1,0,0.94,97.07,8
2023-05,10001,DEL01,278,273,1,0,1.06,104.6,8
2023-06,10001,DEL01,205,264,0,0,1.11,101.85,8
2023-07,10001,DEL01,178,250,0,0,0.95,97.87,8
2023-08,10001,DEL01,167,251,0,0,0.96,98.77,8
2023-09,10001,DEL01,148,263,0,0,0.99,114.27,8
2023-10,10001,DEL01,175,204,0,0,1.29,102.49,8
2023-11,10001,DEL01,193,252,0,1,1.21,97.26,8
2023-12,10001,DEL01,231,251,0,1,1.23,108.34,8
2024-01,10001,DEL01,235,279,0,0,0.96,107.1,8
2024-02,10001,DEL01,292,232,1,0,1.3,110.05,8
2024-03,10001,DEL01,288,229,1,0,0.94,108.01,8
2024-04,10001,DEL01,293,242,1,0,1.25,101.34,8
2024-05,10001,DEL01,254,280,0,0,1.02,107.98,8
2024-06,10001,DEL01,237,195,1,0,1.14,106.27,8
2024-07,10001,DEL01,201,171,1,0,1.14,105.91,8
2024-08,10001,DEL01,162,245,0,0,1.13,98.37,8
2024-09,10001,DEL01,172,271,0,0,1.1,105.85,8
2024-10,10001,DEL01,146,252,0,0,1.09,102.89,8
2024-11,10001,DEL01,210,258,0,1,1.19,105.42,8
2024-12,10001,DEL01,221,291,0,1,1.26,96.43,8
2025-01,10001,DEL01,259,260,0,0,1.05,98.94,8
2025-02,10001,DEL01,265,243,1,0,0.97,107.35,8
2025-03,10001,DEL01,316,256,1,0,1.27,105.65,8
2025-04,10001,DEL01,272,252,1,0,1.19,103.0,8
2025-05,10001,DEL01,245,249,0,0,1.24,111.0,8
2025-06,10001,DEL01,250,215,1,0,1.22,98.7,11
2025-07,10001,DEL01,217,274,0,0,0.93,111.31,11
2025-08,10001,DEL01,172,167,1,0,0.94,95.05,8
2025-09,10001,DEL01,160,325,0,0,1.14,110.87,8
2025-10,10001,DEL01,153,263,0,0,1.04,113.12,8
2025-11,10001,DEL01,194,299,0,1,1.0,101.04,8
2025-12,10001,DEL01,232,262,0,1,1.17,111.19,8
2023-01,10001,KOL01,227,302,0,0,1.13,98.36,8
2023-02,10001,KOL01,267,241,1,0,0.99,96.91,8
2023-03,10001,KOL01,268,221,1,0,1.14,105.93,8
2023-04,10001,KOL01,253,179,1,0,1.14,104.94,8
2023-05,10001,KOL01,227,284,0,0,1.07,109.35,8
2023-06,10001,KOL01,213,284,0,0,1.01,96.59,8
2023-07,10001,KOL01,168,191,0,0,0.99,102.1,8
2023-08,10001,KOL01,153,200,0,0,0.93,111.01,8
2023-09,10001,KOL01,147,172,0,0,1.25,108.02,8
2023-10,10001,KOL01,129,240,0,0,1.03,108.39,8
2023-11,10001,KOL01,195,241,0,1,1.09,96.2,8
2023-12,10001,KOL01,213,229,0,1,0.97,108.8,8
2024-01,10001,KOL01,239,177,1,0,0.94,104.01,8
2024-02,10001,KOL01,251,270,0,0,1.17,110.91,8
2024-03,10001,KOL01,255,216,1,0,1.3,113.54,8
2024-04,10001,KOL01,274,232,1,0,1.11,107.47,8
2024-05,10001,KOL01,239,216,1,0,0.95,111.52,8
2024-06,10001,KOL01,214,260,0,0,0.91,101.06,8
2024-07,10001,KOL01,166,180,0,0,0.94,113.74,8
2024-08,10001,KOL01,130,244,0,0,1.06,103.94,8
2024-09,10001,KOL01,149,314,0,0,1.27,104.94,8
2024-10,10001,KOL01,153,223,0,0,1.05,112.56,8
2024-11,10001,KOL01,178,238,0,1,1.22,101.09,8
2024-12,10001,KOL01,204,200,1,1,0.97,108.9,8
2025-01,10001,KOL01,237,226,1,0,1.16,111.45,8
2025-02,10001,KOL01,259,255,1,0,1.14,110.3,8
2025-03,10001,KOL01,268,181,1,0,1.06,97.93,8
2025-04,10001,KOL01,252,220,1,0,0.91,97.7,8
2025-05,10001,KOL01,238,245,0,0,1.29,103.65,8
2025-06,10001,KOL01,238,157,1,0,1.08,97.11,11
2025-07,10001,KOL01,185,248,0,0,1.15,108.0,11
2025-08,10001,KOL01,150,279,0,0,0.92,114.9,8
2025-09,10001,KOL01,146,215,0,0,1.29,99.78,8
2025-10,10001,KOL01,145,216,0,0,1.18,96.25,8
2025-11,10001,KOL01,177,227,0,1,1.23,107.3,8
2025-12,10001,KOL01,217,175,1,1,1.11,103.52,8
2023-01,10001,AMD01,135,181,0,0,1.16,102.08,8
2023-02,10001,AMD01,130,229,0,0,0.97,102.74,8
2023-03,10001,AMD01,156,98,1,0,1.22,106.64,8
2023-04,10001,AMD01,142,154,0,0,1.15,101.47,8
2023-05,10001,AMD01,145,172,0,0,0.98,96.29,8
2023-06,10001,AMD01,121,119,1,0,1.01,107.92,8
2023-07,10001,AMD01,83,134,0,0,0.96,97.54,8
2023-08,10001,AMD01,86,154,0,0,1.16,111.21,8
2023-09,10001,AMD01,98,145,0,0,1.06,114.12,8
2023-10,10001,AMD01,96,140,0,0,1.22,96.53,8
2023-11,10001,AMD01,108,128,0,1,1.0,110.62,8
2023-12,10001,AMD01,122,180,0,1,1.05,104.0,8
2024-01,10001,AMD01,145,125,1,0,1.08,112.65,8
2024-02,10001,AMD01,146,132,1,0,0.92,109.92,8
2024-03,10001,AMD01,172,154,1,0,0.94,95.71,8
2024-04,10001,AMD01,124,141,0,0,1.08,114.83,8
2024-05,10001,AMD01,133,176,0,0,1.06,105.99,8
2024-06,10001,AMD01,112,129,0,0,1.11,112.98,8
2024-07,10001,AMD01,95,159,0,0,1.29,108.35,8
2024-08,10001,AMD01,88,130,0,0,1.28,104.57,8
2024-09,10001,AMD01,82,158,0,0,0.95,104.49,8
2024-10,10001,AMD01,90,99,0,0,1.27,105.42,8
2024-11,10001,AMD01,91,147,0,1,0.92,97.22,8
2024-12,10001,AMD01,112,141,0,1,1.05,106.0,8
2025-01,10001,AMD01,127,121,1,0,1.01,113.57,8
2025-02,10001,AMD01,153,206,0,0,0.91,114.85,8
2025-03,10001,AMD01,144,174,0,0,1.25,100.17,8
2025-04,10001,AMD01,179,158,1,0,0.99,114.57,8
2025-05,10001,AMD01,145,190,0,0,0.97,96.08,8
2025-06,10001,AMD01,156,106,1,0,1.01,105.79,11
2025-07,10001,AMD01,112,145,0,0,1.17,96.84,11
2025-08,10001,AMD01,90,153,0,0,0.96,101.85,8
2025-09,10001,AMD01,103,117,0,0,1.2,107.24,8
2025-10,10001,AMD01,92,104,0,0,1.25,103.68,8
2025-11,10001,AMD01,106,92,1,1,1.22,109.83,8
2025-12,10001,AMD01,118,156,0,1,0.98,112.6,8
2023-01,10002,BLR01,77,96,0,0,1.15,108.76,6
2023-02,10002,BLR01,77,20,1,0,1.11,111.96,6
2023-03,10002,BLR01,74,87,0,0,0.9,109.99,6
2023-04,10002,BLR01,79,115,0,0,1.2,111.84,6
2023-05,10002,BLR01,75,20,1,0,0.95,102.71,6
2023-06,10002,BLR01,85,98,0,0,0.99,97.76,6
2023-07,10002,BLR01,70,61,1,0,1.06,103.05,6
2023-08,10002,BLR01,75,114,0,0,1.19,97.08,6
2023-09,10002,BLR01,83,41,1,0,0.92,104.73,6
2023-10,10002,BLR01,93,131,0,0,0.91,101.44,6
2023-11,10002,BLR01,67,89,0,1,1.18,109.92,6
2023-12,10002,BLR01,79,122,0,1,1.05,97.45,6
2024-01,10002,BLR01,70,103,0,0,1.05,96.25,6
2024-02,10002,BLR01,86,100,0,0,1.19,100.99,6
2024-03,10002,BLR01,85,38,1,0,1.1,98.57,6
2024-04,10002,BLR01,90,107,0,0,1.28,99.06,6
2024-05,10002,BLR01,86,78,1,0,0.97,109.01,6
2024-06,10002,BLR01,100,134,0,0,1.18,113.59,6
2024-07,10002,BLR01,80,94,0,0,1.05,104.23,6
2024-08,10002,BLR01,58,48,1,0,1.27,109.12,6
2024-09,10002,BLR01,81,81,0,0,1.26,113.19,6
2024-10,10002,BLR01,84,41,1,0,1.27,104.44,6
2024-11,10002,BLR01,78,43,1,1,1.21,114.5,6
2024-12,10002,BLR01,77,20,1,1,1.24,100.36,6
2025-01,10002,BLR01,91,70,1,0,0.92,107.39,6
2025-02,10002,BLR01,70,103,0,0,1.03,110.44,6
2025-03,10002,BLR01,89,68,1,0,1.19,105.97,6
2025-04,10002,BLR01,103,63,1,0,1.22,107.49,6
2025-05,10002,BLR01,96,76,1,0,0.96,109.5,6
2025-06,10002,BLR01,101,39,1,0,1.02,113.94,9
2025-07,10002,BLR01,98,70,1,0,1.17,105.9,9
2025-08,10002,BLR01,105,20,1,0,1.22,105.98,6
2025-09,10002,BLR01,82,95,0,0,1.24,103.57,6
2025-10,10002,BLR01,100,45,1,0,0.99,96.95,6
2025-11,10002,BLR01,96,115,0,1,1.2,100.81,6
2025-12,10002,BLR01,95,84,1,1,1.04,114.56,6
2023-01,10002,HYD01,101,133,0,0,1.25,105.9,6
2023-02,10002,HYD01,131,163,0,0,0.91,97.53,6
2023-03,10002,HYD01,115,150,0,0,1.0,113.93,6
2023-04,10002,HYD01,142,147,0,0,1.12,106.05,6
2023-05,10002,HYD01,125,110,1,0,1.01,102.81,6
2023-06,10002,HYD01,124,176,0,0,1.08,102.95,6
2023-07,10002,HYD01,130,103,1,0,0.98,98.73,6
2023-08,10002,HYD01,130,109,1,0,1.2,100.53,6
2023-09,10002,HYD01,144,86,1,0,0.98,112.94,6
2023-10,10002,HYD01,108,171,0,0,1.12,98.32,6
2023-11,10002,HYD01,121,180,0,1,1.26,98.38,6
2023-12,10002,HYD01,164,141,1,1,0.91,102.27,6
2024-01,10002,HYD01,147,154,0,0,1.03,110.97,6
2024-02,10002,HYD01,144,115,1,0,1.03,114.77,6
2024-03,10002,HYD01,132,133,0,0,1.19,101.46,6
2024-04,10002,HYD01,135,147,0,0,1.17,96.86,6
2024-05,10002,HYD01,140,90,1,0,1.29,101.74,6
2024-06,10002,HYD01,152,126,1,0,0.94,110.19,6
2024-07,10002,HYD01,135,172,0,0,1.0,111.39,6
2024-08,10002,HYD01,151,171,0,0,1.0,97.26,6
2024-09,10002,HYD01,154,118,1,0,1.07,113.11,6
2024-10,10002,HYD01,145,156,0,0,1.15,103.71,6
2024-11,10002,HYD01,170,152,1,1,1.22,111.87,6
2024-12,10002,HYD01,151,145,1,1,1.03,95.08,6
2025-01,10002,HYD01,148,152,0,0,1.16,114.83,6
2025-02,10002,HYD01,167,121,1,0,0.99,102.21,6
2025-03,10002,HYD01,175,116,1,0,1.26,99.66,6
2025-04,10002,HYD01,164,160,1,0,1.25,95.0,6
2025-05,10002,HYD01,159,94,1,0,1.05,99.53,6
2025-06,10002,HYD01,178,124,1,0,1.07,111.05,9
2025-07,10002,HYD01,186,134,1,0,1.07,95.54,9
2025-08,10002,HYD01,173,165,1,0,1.24,114.64,6
2025-09,10002,HYD01,179,206,0,0,1.15,105.65,6
2025-10,10002,HYD01,163,207,0,0,0.99,97.4,6
2025-11,10002,HYD01,171,127,1,1,0.92,106.34,6
2025-12,10002,HYD01,182,115,1,1,0.93,99.53,6
2023-01,10002,CHN01,147,211,0,0,1.26,98.71,6
2023-02,10002,CHN01,138,145,0,0,1.22,95.69,6
2023-03,10002,CHN01,141,191,0,0,0.93,111.63,6
2023-04,10002,CHN01,133,159,0,0,0.94,113.19,6
2023-05,10002,CHN01,153,168,0,0,1.25,106.44,6
2023-06,10002,CHN01,118,174,0,0,1.03,103.69,6
2023-07,10002,CHN01,152,199,0,0,1.26,103.87,6
2023-08,10002,CHN01,165,197,0,0,1.14,109.05,6
2023-09,10002,CHN01,151,95,1,0,0.94,102.69,6
2023-10,10002,CHN01,174,145,1,0,1.28,107.01,6
2023-11,10002,CHN01,154,210,0,1,1.15,96.42,6
2023-12,10002,CHN01,148,104,1,1,1.09,95.91,6
2024-01,10002,CHN01,152,126,1,0,1.29,101.63,6
2024-02,10002,CHN01,144,148,0,0,1.14,100.61,6
2024-03,10002,CHN01,161,100,1,0,0.9,95.15,6
2024-04,10002,CHN01,159,124,1,0,1.22,106.44,6
2024-05,10002,CHN01,145,155,0,0,1.27,102.94,6
2024-06,10002,CHN01,167,124,1,0,0.95,101.9,6
2024-07,10002,CHN01,177,151,1,0,1.1,109.05,6
2024-08,10002,CHN01,161,98,1,0,1.07,103.22,6
2024-09,10002,CHN01,173,169,1,0,1.14,101.19,6
2024-10,10002,CHN01,167,156,1,0,1.0,96.19,6
2024-11,10002,CHN01,189,182,1,1,0.95,102.68,6
2024-12,10002,CHN01,153,126,1,1,0.95,103.38,6
2025-01,10002,CHN01,175,153,1,0,0.93,102.1,6
2025-02,10002,CHN01,180,166,1,0,1.17,102.24,6
2025-03,10002,CHN01,179,151,1,0,1.15,113.27,6
2025-04,10002,CHN01,191,161,1,0,1.19,97.41,6
2025-05,10002,CHN01,172,154,1,0,0.9,103.44,6
2025-06,10002,CHN01,211,85,1,0,1.13,95.87,9
2025-07,10002,CHN01,216,115,1,0,1.04,109.58,9
2025-08,10002,CHN01,198,166,1,0,1.18,103.6,6
2025-09,10002,CHN01,178,183,0,0,1.02,110.78,6
2025-10,10002,CHN01,205,142,1,0,1.23,112.15,6
2025-11,10002,CHN01,192,179,1,1,1.03,106.64,6
2025-12,10002,CHN01,208,93,1,1,1.18,108.77,6
2023-01,10002,PUN01,213,250,0,0,1.16,95.9,6
2023-02,10002,PUN01,231,175,1,0,1.05,95.13,6
2023-03,10002,PUN01,244,231,1,0,1.14,97.03,6
2023-04,10002,PUN01,235,290,0,0,1.24,106.6,6
2023-05,10002,PUN01,227,254,0,0,0.97,114.44,6
2023-06,10002,PUN01,228,252,0,0,0.94,99.18,6
2023-07,10002,PUN01,241,274,0,0,1.06,101.26,6
2023-08,10002,PUN01,245,207,1,0,0.95,111.71,6
2023-09,10002,PUN01,234,198,1,0,1.09,103.88,6
2023-10,10002,PUN01,251,254,0,0,0.94,107.14,6
2023-11,10002,PUN01,253,263,0,1,1.11,98.37,6
2023-12,10002,PUN01,262,231,1,1,1.04,111.54,6
2024-01,10002,PUN01,250,268,0,0,1.1,108.55,6
2024-02,10002,PUN01,268,231,1,0,1.12,98.3,6
2024-03,10002,PUN01,267,236,1,0,0.98,110.65,6
2024-04,10002,PUN01,258,286,0,0,1.03,110.85,6
2024-05,10002,PUN01,287,239,1,0,0.96,112.05,6
2024-06,10002,PUN01,277,258,1,0,0.95,106.86,6
2024-07,10002,PUN01,258,289,0,0,1.08,95.76,6
2024-08,10002,PUN01,281,306,0,0,0.92,108.62,6
2024-09,10002,PUN01,275,247,1,0,1.29,113.98,6
2024-10,10002,PUN01,274,250,1,0,1.2,104.84,6
2024-11,10002,PUN01,285,181,1,1,1.11,106.25,6
2024-12,10002,PUN01,309,208,1,1,1.27,102.25,6
2025-01,10002,PUN01,296,259,1,0,1.08,103.87,6
2025-02,10002,PUN01,309,308,1,0,1.22,104.53,6
2025-03,10002,PUN01,286,221,1,0,1.02,100.12,6
2025-04,10002,PUN01,306,218,1,0,1.21,113.59,6
2025-05,10002,PUN01,324,265,1,0,1.16,111.4,6
2025-06,10002,PUN01,364,218,1,0,1.11,110.87,9
2025-07,10002,PUN01,367,198,1,0,0.93,95.11,9
2025-08,10002,PUN01,312,254,1,0,1.18,97.09,6
2025-09,10002,PUN01,328,224,1,0,1.01,108.75,6
2025-10,10002,PUN01,337,276,1,0,1.13,108.96,6
2025-11,10002,PUN01,322,276,1,1,0.95,111.84,6
2025-12,10002,PUN01,320,192,1,1,0.96,109.2,6
2023-01,10002,MUM01,233,241,0,0,1.01,111.07,6
2023-02,10002,MUM01,244,292,0,0,1.26,101.43,6
2023-03,10002,MUM01,233,263,0,0,1.16,114.58,6
2023-04,10002,MUM01,235,309,0,0,1.16,97.46,6
2023-05,10002,MUM01,255,302,0,0,1.08,106.72,6
2023-06,10002,MUM01,251,274,0,0,1.17,99.84,6
2023-07,10002,MUM01,269,287,0,0,1.22,106.05,6
2023-08,10002,MUM01,252,270,0,0,1.21,100.43,6
2023-09,10002,MUM01,248,266,0,0,0.95,107.59,6
2023-10,10002,MUM01,263,268,0,0,1.01,109.14,6
2023-11,10002,MUM01,264,307,0,1,0.94,102.2,6
2023-12,10002,MUM01,282,250,1,1,1.03,110.78,6
2024-01,10002,MUM01,276,300,0,0,1.26,102.55,6
2024-02,10002,MUM01,280,337,0,0,1.06,107.65,6
