Month,SKU_ID,Branch_ID,Demand,Inventory,Stockout_Flag,Holiday_Flag,Fuel_Cost_Index,Industrial_Index,Effective_Lead_Time,Category,ABC_Class,Supplier_ID,Unit_Price,Unit_Cost,Lead_Time,Supplier_Risk,Region,Warehouse_Capacity,Transport_Cost_Index,month_num,quarter,year,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,inventory_ratio,demand_growth_rate,Branch_ID_ENC,Prediction,Margin,Available_Inventory,Stockout_Penalty,Risk_Penalty,Transport_Penalty,Optimized_Allocation
2025-12-01,10007,HYD01,78,151,0,1,1.06,97.74,13,2,0,6,61.15,42.33,13,0.5,2,22000,1.05,12,4,2025,90.0,78.0,79.0,89.0,100.0,82.33333333333333,6.658328118479383,88.0,8.786353054595585,1.9113924050632911,-0.1333333333333333,4,77.52373,18.82,85.276103,4.705,5.0,2.1,77.52373
2025-12-01,10007,KOL01,114,86,1,1,1.18,98.07,13,2,0,6,61.15,42.33,13,0.5,0,20000,1.12,12,4,2025,122.0,104.0,100.0,123.0,123.0,108.66666666666669,11.718930554164622,112.83333333333331,14.70260747849396,0.7478260869565218,-0.0655737704918032,5,114.54868,18.82,126.00354800000001,4.705,5.0,2.24,114.54868
2025-12-01,10007,MUM01,130,139,0,1,1.03,99.39,13,2,0,6,61.15,42.33,13,0.5,3,28000,1.2,12,4,2025,114.0,115.0,130.0,129.0,130.0,119.66666666666669,8.962886439832493,127.33333333333331,10.72691319376948,1.0610687022900764,0.1403508771929824,6,127.59538,18.82,140.35491800000003,4.705,5.0,2.4,127.59538
2025-12-01,10007,PUN01,182,224,0,1,1.12,104.22,13,2,0,6,61.15,42.33,13,0.5,3,23000,1.02,12,4,2025,185.0,194.0,180.0,212.0,177.0,186.33333333333337,7.094598884597566,194.16666666666663,11.409060726750043,1.2240437158469946,-0.0162162162162161,7,180.66934,18.82,198.736274,4.705,5.0,2.04,180.66934
2025-12-01,10008,AMD01,239,199,1,1,0.91,112.78,7,2,0,1,199.81,137.3,7,0.24,3,19000,0.98,12,4,2025,174.0,131.0,177.0,271.0,233.0,160.66666666666666,25.735837529276765,189.33333333333337,49.17994171068792,0.8291666666666667,0.3735632183908046,0,233.79927,62.50999999999999,257.17919700000004,15.627499999999998,2.4,1.96,233.79927
2025-12-01,10008,BLR01,118,122,0,1,0.9,101.07,7,2,0,1,199.81,137.3,7,0.24,2,25000,1.0,12,4,2025,111.0,69.0,73.0,152.0,126.0,84.33333333333333,23.18045153428506,102.0,30.05328601001897,1.0252100840336134,0.063063063063063,1,118.97156,62.50999999999999,130.868716,15.627499999999998,2.4,2.0,118.97156
2025-12-01,10008,CHN01,252,263,0,1,0.93,108.63,7,2,0,1,199.81,137.3,7,0.24,2,21000,1.08,12,4,2025,211.0,175.0,179.0,300.0,230.0,188.33333333333337,19.73153144926542,215.66666666666663,46.851538573099795,1.0395256916996047,0.1943127962085307,2,253.3654,62.50999999999999,278.70194000000004,15.627499999999998,2.4,2.16,253.3654
2025-12-01,10008,DEL01,251,254,0,1,0.9,112.77,7,2,0,1,199.81,137.3,7,0.24,1,30000,1.15,12,4,2025,187.0,172.0,151.0,260.0,245.0,170.0,18.083141320025437,192.83333333333337,40.3356748631615,1.007936507936508,0.3422459893048128,3,247.1511,62.50999999999999,271.86621,15.627499999999998,2.4,2.3,247.1511
2025-12-01,10008,HYD01,76,51,1,1,1.09,114.57,7,2,0,1,199.81,137.3,7,0.24,2,22000,1.05,12,4,2025,68.0,77.0,75.0,124.0,102.0,73.33333333333333,4.725815626252848,83.16666666666667,22.30171891730919,0.6623376623376623,0.1176470588235294,4,78.17406,62.50999999999999,85.991466,15.627499999999998,2.4,2.1,78.17406
2025-12-01,10008,KOL01,221,214,1,1,1.17,96.16,7,2,0,1,199.81,137.3,7,0.24,0,20000,1.12,12,4,2025,200.0,159.0,171.0,255.0,239.0,176.66666666666666,21.079215671683045,200.5,48.492267424817165,0.963963963963964,0.1049999999999999,5,222.19037,62.50999999999999,244.40940700000002,15.627499999999998,2.4,2.24,222.19037
2025-12-01,10008,MUM01,153,173,0,1,0.94,104.48,7,2,0,1,199.81,137.3,7,0.24,3,28000,1.2,12,4,2025,90.0,89.0,120.0,143.0,110.0,99.66666666666669,17.61628034896506,112.66666666666669,24.361171290943,1.1233766233766234,0.7,6,144.22627,62.50999999999999,158.648897,15.627499999999998,2.4,2.4,144.22627
2025-12-01,10008,PUN01,145,116,1,1,1.24,102.53,7,2,0,1,199.81,137.3,7,0.24,3,23000,1.02,12,4,2025,131.0,101.0,80.0,129.0,114.0,104.0,25.63201123595257,111.66666666666669,21.685632724609775,0.7945205479452054,0.1068702290076335,7,141.72601,62.50999999999999,155.89861100000002,15.627499999999998,2.4,2.04,141.72601
2025-12-01,10009,AMD01,305,248,1,1,1.07,106.9,11,2,2,1,25.96,14.38,11,0.86,3,19000,0.98,12,4,2025,292.0,302.0,274.0,322.0,246.0,289.3333333333333,14.18919776919518,299.6666666666667,19.906447866625086,0.8104575163398693,0.0445205479452055,0,305.29,11.58,335.8190000000001,2.895,8.6,1.96,305.29
2025-12-01,10009,BLR01,193,79,1,1,1.19,95.85,11,2,2,1,25.96,14.38,11,0.86,2,25000,1.0,12,4,2025,178.0,176.0,172.0,215.0,167.0,175.33333333333334,3.055050463303925,187.5,19.532024984624577,0.4072164948453608,0.0842696629213484,1,190.98502,11.58,210.08352200000002,2.895,8.6,2.0,190.98502
2025-12-01,10009,CHN01,175,111,1,1,0.92,109.07,11,2,2,1,25.96,14.38,11,0.86,2,21000,1.08,12,4,2025,182.0,190.0,198.0,196.0,177.0,190.0,7.999999999999971,185.83333333333337,15.184421841699184,0.6306818181818182,-0.0384615384615384,2,176.6493,11.58,194.31423000000004,2.895,8.6,2.16,176.6493
2025-12-01,10009,DEL01,171,115,1,1,1.25,111.71,11,2,2,1,25.96,14.38,11,0.86,1,30000,1.15,12,4,2025,167.0,181.0,173.0,204.0,169.0,173.66666666666666,7.023769168568483,185.83333333333337,15.091940453986012,0.6686046511627907,0.0239520958083832,3,172.70917,11.58,189.98008700000003,2.895,8.6,2.3,172.70917
2025-12-01,10009,HYD01,183,208,0,1,1.18,103.35,11,2,2,1,25.96,14.38,11,0.86,2,22000,1.05,12,4,2025,180.0,173.0,151.0,172.0,178.0,168.0,15.132745950421574,174.83333333333334,13.287839051804635,1.1304347826086956,0.0166666666666666,4,181.95091,11.58,200.146001,2.895,8.6,2.1,181.95091
2025-12-01,10009,KOL01,263,190,1,1,1.1,106.98,11,2,2,1,25.96,14.38,11,0.86,0,20000,1.12,12,4,2025,237.0,264.0,255.0,281.0,235.0,252.0,13.747727084867597,263.3333333333333,18.38114976454585,0.7196969696969697,0.1097046413502109,5,264.2172,11.58,290.63892000000004,2.895,8.6,2.24,264.2172
2025-12-01,10009,MUM01,241,125,1,1,0.96,112.21,11,2,2,1,25.96,14.38,11,0.86,3,28000,1.2,12,4,2025,232.0,212.0,223.0,253.0,205.0,222.33333333333337,10.016652800877772,229.0,14.463747785411163,0.5165289256198347,0.0387931034482758,6,240.67816,11.58,264.745976,2.895,8.6,2.4,240.67816
2025-12-01,10009,PUN01,292,260,1,1,1.07,111.93,11,2,2,1,25.96,14.38,11,0.86,3,23000,1.02,12,4,2025,296.0,295.0,311.0,327.0,278.0,300.6666666666667,8.962886439832463,306.6666666666667,17.001960671247925,0.8873720136518771,-0.0135135135135134,7,294.8718,11.58,324.35898000000003,2.895,8.6,2.04,294.8718
2025-12-01,10010,AMD01,137,136,1,1,1.18,100.02,9,2,2,8,188.16,139.06,9,0.81,3,19000,0.98,12,4,2025,103.0,117.0,98.0,151.0,138.0,106.0,9.848857801796076,115.33333333333331,19.50042734574455,0.9855072463768116,0.3300970873786408,0,138.79259,49.099999999999994,152.671849,12.274999999999999,8.100000000000001,1.96,138.79259
2025-12-01,10010,BLR01,85,90,0,1,1.1,95.58,9,2,2,8,188.16,139.06,9,0.81,2,25000,1.0,12,4,2025,43.0,54.0,36.0,68.0,54.0,44.333333333333336,9.073771725877451,51.5,12.095453691366773,1.0465116279069768,0.9767441860465116,1,83.288895,49.099999999999994,91.6177845,12.274999999999999,8.100000000000001,2.0,83.288895
2025-12-01,10010,CHN01,181,186,0,1,0.93,103.89,9,2,2,8,188.16,139.06,9,0.81,2,21000,1.08,12,4,2025,141.0,119.0,129.0,202.0,162.0,129.66666666666666,11.015141094572437,154.66666666666666,38.108616698414416,1.021978021978022,0.2836879432624113,2,179.37756,49.099999999999994,197.315316,12.274999999999999,8.100000000000001,2.16,179.37756
2025-12-01,10010,DEL01,183,144,1,1,1.15,96.31,9,2,2,8,188.16,139.06,9,0.81,1,30000,1.15,12,4,2025,170.0,154.0,127.0,200.0,165.0,150.33333333333334,21.733231083604046,162.16666666666666,29.552777647230876,0.782608695652174,0.076470588235294,3,183.52109,49.099999999999994,201.873199,12.274999999999999,8.100000000000001,2.3,183.52109
